Post,Hate,,
כול הכבוד לראות ולא להאמין 👏👏👏👏,0,,
מלכים...תבורכו,0,,
כל.הכבוד מרגש והלוואי שיצליחו ויתנו דוגמא לאחרים,0,,
"אמת ויציב אילן כדר היקר כל הכבוד להם השם ישמור אותם ואת כל חיילי צה""ל ומשמר הגבול וכוחות הביטחון אמן ואמן",0,,
כל הכבוד אתם דוגמא הכיי טובה שאפשר לחיות בשלום,0,,
"כל הכבוד, שירות נעים.😀😀😀",0,,
"כן ירבו כאלה ויהיה שלום אמן ""כבדהו וחשדהו"" הפחד הגדול רק שאלו לא יהיו המרגלים ובוגדים כמו שמאלנים אין בהם אמונה",0,,
ברוכים הבאים❤️,0,,
"וואו. כל הכבוד בה ישמור אותם יחד עם כל חיילי צה""ל",0,,
תהיו בריאם בהצלחה,0,,
כל הכבוד להם שהם יראו שאפשר אחרת. כבוד לאחים.,0,,
תותחים ❣,0,,
גאים בכם,0,,
הם הומאים הישראלים 90 אחוז מהם הומאים חחחח,1,,
פחד אלוהים רק זה חסר לנו רוקחים רופאים ועכשיו גם חיילים טפי כוס עמק,1,,
כבוד 👏👏👏,0,,
מרגש מאוד,0,,
סיפור מדהים! שני אלופים ואמא אחת תותחית שמגבה אותם!! כל הכבוד לצהל שנתן להם הזדמנות וכך ניצלו מהרחוב והפשע. שיצליחו אמן!!,0,,
איזה מלכים !!,0,,
"אנשים יקרים, שאפו, הרבה הצלחה!",0,,
ילדים טובים ומוצלחים הכל כנראה בזכות החינוך של האמא שלהם 👍👌,0,,
"יש לציין גם,שהערבי שניסה לדקור בבית חולים תל השומר ולאחר מכן ירו בו המאבטחים ומת, אמר לאביו שאם ימות הוא רוצה שאיבריו יתרמו וכך אביו עשה .. וברור שהאיברים גם יצילו יהודים .כל הכבוד לו ולאביו על המהלך הזה .בלי קשר לכך שניסה לדקור או גם לרצוח",0,,
הפוסט אמיתי?,0,,
"חיילים ממזרח ירושלים.. לומדים להשתמש באמל""ח..",0,,
"אלופים!!! עלו והצליחו, השמיים הם הגבול",0,,
כל הכבוד,0,,
מלך,0,,
כל הכבוד גאה בכם בהצלחה ותחזרו בשלום הביתה,0,,
גאים בזה שהדרכנו אותו !!!!Lihi Saft,0,,
כל הכבוד 👍👍,0,,
"סורי, עם כול הטרור והצרות שהפלסטינים עוללו לישראל קשה מאוד יהיה לתת בהם אמון .ואם יש כאלה שבאמת רוצים לתרום למדינה,שיעשו 3 שנים שרות לאומי וזה יהיה מבורך.",1,,
כל הכבוד לכם ישר כוח,0,,
מקווה שהמדינה תדע לפרגן להם כמו שצריך.,0,,
כל הכבוד!דרוש לכך אומץ רב,0,,
תגדלו בראש מורם עתידכם בטוח 🌹,0,,
דוגמא למופת וגאווה ישראלית.. עם ישראל חי !! ורק ככה נביא את השלום! חזק ואמץ גיבורים💪🏽💥,0,,
גיבורים אלהים ישמור אותם.,0,,
כל הכבוד אלופים !!,0,,
כל הכבוד לא קל לכם ישר כוח,0,,
חזק וברוך,0,,
בהצלחה,0,,
ממש מעורר שימחה והלוואי וירבו כמוכם אתם הדוגמא לכך שאפשר גם אחרת מסיר בפניכם את הכובע ושימרו על עצמכם חיילים יקרים שכמותכם!!!!,0,,
לא יאומןןןן,0,,
"וואו ,מדהימים",0,,
תבורכו .הצלחה בכול מעשה ידיכם.,0,,
חכמים !,0,,
מרגש מאד כן ירבו כל הכבוד אני מצדיע,0,,
שתי אלופים באמת קצת נותנים תקווה !! איזה כוח רצון להשתלב לשרת ולתת כמו כולם מכל הלב כן ירבו כמו השתיים האלו 👏🏻🇮🇱💪🏻,0,,
"אמיצים, חכמים ופטריוטים 👏",0,,
הצבא שלנו זה צבא העם!הם הבינו שהם בדרך הטובה והנכונהאין על החיילים שלנו❤,0,,
"הם לא הראשונים ולא האחרונים שעושים את זה. לשמחתנו רואים עליה משנה לשנה של ערבים שמתגייסים לצבא. אני מכיר מישהו ממזרח ירושלים שעשה צבא ועוד מישהו מכפר בצפון. ערבים מוסלמים, לא בדואים או דרוזים או נוצרים. רוצים להיות חלק מישראל אז למה לא, בכיף.",0,,
כל הכבוד. הם מעריכים את הארץ שהם חיים בה👍👍👍🌺💐🌼🌸🌻,0,,
כל הכבוד תבורכו,0,,
כול הכבוד 👏👏👏👏,0,,
אחים לנשק,1,,
"מדינת חלם..חכו שאיזה דוד שלהם יפגע באיזו פעילות מבצעית..ואז תראו כמה יהודים ירצחו עם הנשקים האלה שקיבלו מצה""ל..",1,,
כולם יודעים את האמת.. יש שבחרו באמתושאפו גדול.....אין ספק שיש בניהם אנשים מדהימיםואת זה רואים על האחים התאומים,0,,
מרגש מאוד ילדים אלופים פרגון מלא ואהבה גדולה ממש גרמתם לי לבכות 💜 גולני מזה מגניב☮️💜🎼🎶♾🍀,0,,
כל הכבוד הלוואי שיהיו הרבה שחושבים כך,0,,
מי צריך מוסלמים בצבא,1,,
מי צריך מוסלמים בצבא שלנו...איבדתם את זה לגמרי,1,,
תודה רבה לכולם ושבוע מבורך עם ישראל ❤️🙏🏻,0,,
וואוווו אלופים👍👍👍,0,,
כל הזמן ששולחים סקרים ממלאים ההפך הגמור ממה שמצביעים נותנים להם לחיות באשליה ובסוף לא יעבור את אחוז החסימה,0,,
אבל בתמיכת מנסור עבאס...?...זה לגיטימי כן...,0,,
תמיד היה בעם שלנו סדיסטים,0,,
לא שפוייםםםם,1,,
איך בן אדם כזה יושב בכנסת ישראל,1,,
לא מאמינה בארץ אחרת יו מי הוא בכלל הרימו לו את הראש,0,,
לא יקרה ...,0,,
הצל בשיא טיפשותו. אם ביבי יזדקק לרשימה של מנסור עבאס כדי שיתן קולו להקמת ממשלה הוא יפסול אותו??זה מראה כמה אתה 0000000,0,,
"כמה צביעות, לקחת אותם לעבודה בבית כן, לאכול אצלהם כן, לתת להם לטפל בנו בבתי החולים כן, אבל לתת להם... זה לא",0,,
השמאלים שווים לשכנים שלנו😁,1,,
הם בונים את הגרפים האלה לפי איך שבא להם סקר במשרדים שלהם הם יקבלו כאפה בבחירות האלה,0,,
גייס חמישי במיטבו..בוגד בחסות הדמוקרטיה,0,,
מה שהם יודעים לעשות זו הנדסת תודעה.אפסים,1,,
אני בהלם פשוט בושה,0,,
איזה מפחיד הרשימה המשותפת יושבת בממשלה. אלה שרוצים לחסל את העם היהודי תתעוררו,1,,
מפלגת פח הזבל,1,,
מנדלבליט מתי אתה מתאדה ???,0,,
מה חדש.....איפו שמנדבליט יכול להכניס מקלות בגלגלים הוא יהיה שם ....,0,,
נו ומי החזיר את כולם לחיים ? אם לא המלחמה של ביבי להביא את החיסונים .,0,,
אז ביבי תגיד הליכוד חוזרים לחיים,0,,
מה אם 6000 מתים,0,,
זה הדבר הכי חשוב בוער במדינה...דווקא כדי להעיף אותך וכל הפרקליטות המושחתת נצביע מחל ורק מחל. יימח שמו וזכרו המנדלבליט הזה,0,,
אז מה?משרד הבריאות זאת לא מפלגה,0,,
אין בעיה ... אז חזרנו לחיים בזכות ....,0,,
רק ביבי בגדול עכשיו בקלפי 😜🤪😜,0,,
מושחתיהו,0,,
מנדבליט: הליכוד צריך להפסיק לעשות שימוש בשפה העברית בשלטיםמנדבליט: הליכוד צריך להפסיק לעשות שימוש בשלטיםמנדבליט: הליכוד צריך להפסיק לעשות שימוש כלשהו מנדבליט: הליכוד צריך להפסיק להתקיים,0,,
רק ביבי.ורק חוזרים לחיים.,0,,
6008 מתים מקורונה אם הניהול לא היה כושל לאורך כל הדרך היינו עם מספר מתים קטן בהרבה אז יעני חוזרים לחיים חוץ מאלה שנפטרו מחדלים על גבי מחדלים,0,,
מנדבלבלוף....,0,,
מותר לדבר ?,0,,
מצ'עמם לו למנדלבליט ...מתחיל להיות שקוף מידיי!!,0,,
"צביקה, אני לרוב מסכימה איתך ואתה יודע זאת.אבל 6000 שמתו, הם לא רק בגלל הקורונה, אלה גם ממחלות אחרות שהמדינה מסתירה, וגם בגלל אנשים שאינם מוכנים להתחסן.",0,,
"לא נורא בכלל ,הסלוגן השתרש בכולם",0,,
שורף לו.,0,,
"חוזרים לחיים!! בזכות ראש ממשלתנו!!באירופה מסתכלים בקנאה על ההישג האדיר, מעל 5 מיליון מחוסנים",0,,
"נו באמת..?? זה מה שמעסיק את היועמ""ש?",0,,
מה עם המתים מר ביבי אפס איש רע ליהודים,1,,
מעל 6000 מתים חוזרים לחיים?,0,,
"מתי כבר הוא קובע שאסור להצביע ליכוד, וגומר עם זה?",0,,
"גם אותיות מחל בעייתי, נמצאות בשמו של היועץ המשפטי",0,,
גם ה-6000 שמתו מיועדים לחזור? כזומבים?לך כבר,0,,
מריח ליזול הזקן המרושע ?,1,,
"הפתאטיות של מתנגדי נתניהו מרקיעה שחקים.זאת גם הסיבה שבג""ץ יעשה הכל על מנת להתיר כניסה בלתי מבוקרת מנתב""ג בשם השאיפה להחמרת המגיפה והטלת האשמה, כרגיל, על נתניהו.שקופים שזה מביך.",0,,
חולה נפש מקוה שיפוטר,1,,
מתי מעיפים לפח אשפה הזה,1,,
ונהפוכו.,0,,
מה שלב הבא? לסגור את המפלגה וזהו?,0,,
אבל אני נשוי,0,,
מפלגת הליכוד הרקובה היא הפשע והרשע ותכלית השקר.,0,,
חוזרים לחיים בזכות בנימין נתניהו!! נפיץ את זה בכל הרשתות!! מי שואל אותך בכלל מנדלבליט מי???,0,,
איך כואב לווווו,0,,
שורף לוו קשות אמאלה,0,,
"אנחנו כבר נדאג להציף את הסלוגן עד שיחנק""פרשת משפטים בושה""",0,,
כל דקה מיותרת לפטר את המושחת עם הכיפה.,0,,
בוא מנדלבליט ראה את הפצת סלוגן !!,0,,
מנדל-בלאט... אתה כל כך הולך להיות מפוטר תוך חודש...יש משרות פנויות במקדונלדס ינעל ! 👎,1,,
מה השלב הבא? להורות לביבי לא לעקוף אותך בתור בסופר?,0,,
מי חוזר כל הרוגי הקורונה,0,,
מה זה מעניין אותו הבחירות זהו שלא מעניין אותורק לא ביבי היועץ דואג ליום שאחרי,0,,
רק מנדבליט מעמיד במקום את הנאשם .חזק ואמץ מנדבליט אנחנו מדינת חוק .,0,,
שמנדלבליט יתפוצץ.......חלאת אדם...,1,,
המןדלבליט מתפוצץ ומנסה לחבל בכל מה שקשור לליכוד עד מתי נשב בשקט,0,,
קשה להם בשמאלעם סלוגן שמשדר אופטימיות לאחר תקופהזוועההפאשיזם במיטבו,0,,
אחרי 6000 אנשים שמתו ...חוזרים לחיים זה עלבון למשפחות.,0,,
לא הבנתי המילים האילו שייכות למישהו,0,,
6000 לא חזרו לחיים. לך כבר……… נמאס ממך!!,0,,
"וכל מי שחשוב לו חופש ביטוי ואי שליטה של מערכת המשפט,חייב לשטף תמונה זו.",0,,
אשכרה המן דבליט,0,,
כאשר יענו אותו כן ירבה וכן יפרוץ ...,0,,
הרסת לנו את החיים לך לךךךךך יחיידק שכמותך,1,,
ביביסט מטורף,0,,
הרג אותנו,0,,
מנדלבליט יכול להחליט רק בתוך מעשיהו,0,,
נו באמת...🤦‍♀️,0,,
מי ישלם על הגירעון התקציב של המדינה ביבי שרה הבן של ביבי,0,,
שום דבר לא יחזיר את האלפים שמתו בגלל החלטות פוליטיות אינטרסנטיות של ביבי.,0,,
רק בזכותך!!!,0,,
חמוצים עלובים!,1,,
"פשוט מדהים, לדעתי צריך להחליף את היועץ הזה באחד קצת יותר שפוי, אי אפשר לפטר אותו?",0,,
"יש כאלה, שכבר לא יחזרו...... ״הצלחת״. לך",0,,
"כשתעוף מהעיניים שלנו, כולנו נחזור לחיים!",1,,
מנדלבליט יש לך שם של סנדלר,1,,
מת מקנאות הזבח,1,,
"הסלוגן שונה""לחוזרות לחיים""הגאון שלנו ביבי💯🥇👑❤🇮🇱",0,,
"ביבי חיסונים ביבי שלום ביבי כל העולם ביבי מתנה מבורא עולם לעולם ולעם ישראל זה בדוק...מלך אמיתי👑🏅❤🇮🇱🏆ביבי זה הכל....ביבי זה רק מח""ל",0,,
אני עדיין בטוח ב100%שזה תימני מראש העין,1,,
סובל רציני זה. הוא זוכר שהוא ערבי?,1,,
הלוואי שכול הערבים היו כמוך,0,,
רק אדיוט כמוך היה חסר אוי כמה אתה מלקקן יאללה פודלון קטן,1,,
כל הכבוד. רק ט'.,0,,
יפה,0,,
אים שכל אין דאגות 😂,0,,
נאמן יותר מכל האויבים ששנואים את ביבי.מקנאים לו.ביבי מנהיג מושלם תודה לך שאתה מסעודיה תומך ומעריץ את עם ישראל🌷🌷🌷✌,0,,
חמוד👍👍👍,0,,
וואיי יש לי ברברים בבטן,1,,
מהמם!,0,,
ברור שאהבל כזה יתמוך בבן גביר ... מה חשבתם שהוא יתמוך בנלסון מנדלה,0,,
השמאל חולה בראש גם כשמפרגנים לעם ישראל ולמדינת ישראל כואב לכם .וואו כמה אתם סובלים .,0,,
איזה מדהים אתה כל הכבוד,0,,
מכוער,0,,
יוצאות לו מילים פח מהפהאבל בתאכלס למה בכלל לשאול אותו עליה??? מה היא קשורה? את מי מעניינת???,1,,
שיתכונן לתביעה 🤣🤣🤣,0,,
מעניין מי משלם לו משכורת? אופירחרא ובברדקו?,0,,
אוכל חינם מאופס!,1,,
אנשאאלה שזה היה בחירות אחרונות שלו יאלה כבר שיעוף,0,,
ממורמר גואל נפש,1,,
למה הוא לא אצל הרופא? נראה שיש לו עצירות...,1,,
צודק!,0,,
היא לפחות משרתת אנשים שעשו ועושים המון למען המדינה ואתה מה אתה משרת את המטומטמים שבוחרים בך,0,,
" אביגדור ליברמן ""כולם משרתים"",רק אתה עבד נרצע של הפרקליטות.שמוחזק בגרון כמו מנדלבלוף!",0,,
צודק,0,,
סופו הפוליטי קרוב,0,,
ליברמן מחפש צומת לב אף אחד לא קונה את ההמצאות שלו הוא בלחץ לא יקבל יותר מ 4מנדטים בלחץ,0,,
עלוב נפש!,1,,
טפו יגוי מסריח חזיר,1,,
פודלמן אתה איש מסכן !,0,,
איש מסכן ומסוכן אנרכיסט שפל,0,,
ליברמן את גוש של גבנו ענק !!!,0,,
השתגע המומיה מרוב אכילת חזיר !!,1,,
מותר לו להגיד את מה שחושב,0,,
אתה דוברמן לא מאולף,1,,
כמה נמון יירד עוד הזבאלה הזה,1,,
על מה הוא מקבל משכורת ?,0,,
אם ראידמן תפרסם מה שהיא יודעת תהיה בבעיה,0,,
מרגל רוסי,1,,
"איש עלוב נפש, דוחה... ממש להתבייש בך !!!",1,,
שרמוט,1,,
יימח שמך ויאבד זכרך מזכרון ישראל ארור המן ארור ליברמן!!!,1,,
ממש דומה לחזיר🐷,1,,
רק הבחירות הצילו את התוכנית הרדודה הזאת 🤮🤮🤮,0,,
הפוליטיקאי הכי כושל שהיה בישראל!,0,,
איזה בן אדם מזעזע,0,,
"הדבר הכי מיותר במפה הפוליטית, מפת נייר חד פעמית",0,,
ליברמן אתה יכול רק לצחציח לביבי את הנעליים אתה אפס. אפסים שמולנים נהלכים שכמוכם,1,,
סמרטוט רצפה,1,,
הקנאה קשה,0,,
כך מדבר נבחר ציבור מגעיל,1,,
עלוב ומסכן...,1,,
בושה להתבטא כך!!!!!!!!!!,0,,
"עלובבבב, וכל פעם משום מה יש לו 8 מנדטים.. אז תפסיקו ( מי שמצביע לו) להצביע לו.. ואז אחרי שלא יקבל מספיק קולות הוא ינסה ללכת עם ביבי..",0,,
ארור המן ונאמר אמן,1,,
האמת??? לא שןוה להגיב!!!!!,0,,
פחדן עלוב עמלק,1,,
כך אמר הנציג של היטלר,1,,
הלו פאפי פודל היית פודל תשאר היום אתה אומר ככה עוד שעה אם הזנב בין הרגליים ליברפלוץ אפילו פוטין אמר שאתה פודל,1,,
מאיפה יש לו 8 מנדטים?,0,,
יש לו חרא בראש בגלל זה הוא עושה פרצופים .,1,,
ככה שר לא אמור להתבטא. בושה,0,,
תלך כפרות על כלל ישראל,0,,
אתה מגעיל,1,,
שם לחמוצים את האמת בפנים,0,,
כל המשפחה שלך גם חרדים אז גם הם צרכים ללכת למזבלה,1,,
חולה נפש.מי שמצביע לו טיפש,1,,
אדם אומלל ומסכן מעביר ביקורת על אחרים והגמל לא רואה את הגיבנת שלו במקרה שלו שור זועם דביל גמור כולה מרגל רוסי,1,,
דומה להמיולין מהמומינים ימח שימך,1,,
"אכל מהצלחת שלה""ליקק"" לה ולגרוש שלה את התחתועכשיו הוא מכלכך עליה""זבל"" בהגדרה רחבהיתאים לו בהחלטכמה עלוב ומעורר רחמיםהאישר רוצה להיות ראש ממשלה חחחחח",1,,
מפלגה של מכחישי קורונה ושונאי אנשים.בושה לערוץ 12 שמאפשרים לשני ליצנים להנחות תכנית כזו רדודה ונמוכה.,0,,
"ליברמן אתה פשוט הזוי, בושה שיש בפרלמנט אחד כמוך.",0,,
הוא דומה פה לחתול שמן ומנייק שעושה מאיו .,1,,
רק בגללו אנחנו בבחירות רביעיות,0,,
רק טמבלים מצביעים לדביל הזה טמבלים כמוהו,1,,
זוכרים אחרי הבחירות השניות לפיד רדף אחרי ליברמן לוינה שניהם יושבים בבית קפה אז או שליברמן הומו או שהוא עשה קופה😂,0,,
באו ‏להעליב ויצאו עלובים,1,,
הנייה 48 שעות,0,,
אופירה וברקו הצליחו לעשות את זה . חחחחח כמה שזה היה פשוט,0,,
אין עוד מהלך Game over!,0,,
כואב לך תמשיך להתמרמר,0,,
הבחור רק הולך ומסתבך מרוב עורכי דין שמועסקים במשפחת נתניהו.... הוא לא מגיש כתבי הגנה,0,,
צודק תאכלס!!,0,,
לא הבנתי מה לא נכון במה שיאיר כתב?,0,,
היא צריכה כסף לשלם למדינה כסף שלנו שהיא לקחה עכשיו למודה צריך להחזיר הכול אז מחפשים מקורות מימון 😂😂😂😂,0,,
חובבת פדופילים קצת בעייתי בכל השאר אין לה סיכוי,1,,
ילד של אבא משפחת נתניהו לקחו את כל המדינה כעסק פרטי של המשפחה,0,,
תביעות סרק לפני בחירות כמו של סתיו שפיר פוגעות בנשים שבאמת מוטרדות................,0,,
עצוב שאנשים מקבלים ואף מעודדים שיח כזה במדינה שלנו ואחכ לא מבינים למה יש פילוג ושנאה 😔,1,,
בעזרת התביעה היא תשלם את החוב למשלם המיסים,0,,
צודק בכל מילה שתחזיר את הכסף שחייבת קודם כל,0,,
פרזיט,1,,
מי הטריד/מטריד/יטריד אותה מינית מיייי ?,0,,
כל מילה בסלע. כל הכבוד יאיר,1,,
"הטרדה מינית? איפה בדיוק?בכל מקרה, מהמביכות בתולדות הכנסת. והתחרות קשה!",1,,
מצויין. כן ירבו לתבוע כל נפגעיו,0,,
סתיו שפיר מנוולת ורעה ותתבעי גם אותי זה מה שאני חושבת עלייך!!!!!,1,,
"הנחש הצעיר אומנם בוטה אבל לפחות הוא ישיר וישר יודעים מי הוא, לעומת אבא שלו הנחש הותיק הערמומי שמבלבל את המוח עם מילים יפות ואז תוקע סכין בגב של האזרחים.",1,,
אולי רוצה שיעזרו לה לכסות את החוב,0,,
היא לא שווה תגובה הלוזרית הסידרתית מלקקת ישבנים של האליטה האשכנזית,1,,
פרזיט. שחי. מכספי המדינה ללא בושה,1,,
כל מה שצייץ על החלודה הכעורה אמת לאמיתה..גנבה חובבת חברי פדופילים קשישים,1,,
כל מה שהוא רשם הכל נכון... ואיפה הטרדה מינית ???,0,,
אוקיי אם היא מקבלת משהו פיצוי על הציוץ הזה זאת הזיה. וגם תקדים למקרים אחרים. תתחילו לצלם מסכים של כל המקללים למיניהם,0,,
כבודו שכח שהיא לא חברת כנסת.,0,,
כי היא חייבת איכשהוא להשיג כסף לממן את חוב המליונים שיש לה למדינה..,0,,
הלוואי ותנצח את הפרזיט עם הפה הגדול. כלומניק עלוב,1,,
הילד הזה גאוןןן פשוט גאון ✋,0,,
הקופה בהוצאה לפועל רק גדלה.,0,,
מעולה,0,,
היא צריכה הכנסה מאיפשהו,0,,
אחלה יאיר,0,,
מי יטריד מינית מכוערת ומגעילה כזו 🤮🤮 יאיר צריך אותה ...?? חחחחח,1,,
נראה לך שיאיר יטריד עגלה כמוך .חחחחחחחח,1,,
חחחח חולת נפש זו ההבחנה שלי בכל אופן חחחחחח,1,,
הטרדה מינית ? מי ירצה לגעת בנזלת הזאת ?!,1,,
לא לקחתי שקל חחחח ילד חרא מי אתה חושב משלם את המגורים שלך וכל הטיסות מי האבא הקמצן שלך או האמא שאוספת בקבוקים,1,,
אתה לא לוקח מעניין איך אתה חיי לא עובד לא משלם מסים ואבטחה צמודה וזונות כמובן מאיפה הברז בא?,0,,
ילד קקי לך תעשה חמוצים,1,,
"מי ירצה לגעת בה??,",0,,
לאיזה רמה אתם יורדים בושה,0,,
איזה בדיחות חמודי ... לא לקח שקל!!,0,,
חייבת 8 מיליון שקל אז היא מנסה את מזלה להוציא מיאיר🤦‍♂️,0,,
הוא לא לקח ? אז הנהג שהסיע אותו למועדון חשפנות היה על חשבונו ? מעניין.... אם ככה אז הוא אחלה בן-אדם. חשבתי שהמדינה משלמת לו על הנהג והנה המציאות מראה אחרת... כל הכבוד יאיר... המשך ככה.,0,,
אלוף,0,,
היא יכולה לתבוע ללמפה.הוא צודק.,0,,
צודק בכל מילה.,0,,
יאיר נתניהו אפס שלא התבגר ,1,,
חחחחחחחחחחחחח אמא זהו אני מעולפת הטרדה מינית? חתיכת עקומה מי יטריד אותך מי ?!!!!@,0,,
אחלה יאיר❤,0,,
אין על יאיר אחלה גבר,0,,
"""אמת דיברתי""",0,,
הכי קרוב שלה לזה שגבר יהיה קשור אליה מינית😂😂,0,,
אבל איפה ההטרדה המינית פה? לפי התגובה שלו הוא לא סובל אותה 🤷‍♀️,0,,
הזבל הזה היה מגיע גם למשרד הביטחון אם לא הייתי שם,1,,
טמבל,1,,
נו תראי את הראש מרובע הזה אתה עובר לו כמו קיסם בשיניים,1,,
חחח פאתטי,1,,
שלא תצחק כמו יונית ,0,,
הבייצים רועדות איזה פחד,1,,
הזבוב הזמין את האריה לעימות,1,,
איימן לך תעשה מקלובה במסטר שף. ביבי פירק לך את המשותפת הכונס נכסים הגאון.,0,,
שיעוף מהארץ הוא לא מאוהבינו.,1,,
מי זה?,0,,
שיבוא לעשות עימות עם הקקי של אני עושה בבוקר,1,,
חחחחחחחחחחחחחחחחח פיפי עלייך יא טרוריסט,1,,
איימן יה כלב הבן כלב אני גם מזמין אותך לבוא לנגב לי תתחת מתי שאני מחרבן בשירותם,1,,
בעזרת ה תעלם מהמפה הפוליטית בוגד,1,,
"בסדר, ואני מזמין את ביידן ואת אובמה ביחד לעימות, נראה אותם פחדנים 🤣",0,,
איימן לך תעשה קפה עם שתיים סוכר שחור חזק שיהיה,0,,
נהיו בדיחה כול הליצנים האלה אוכלי חינם! עלק אימות,1,,
שתגיע לציפורן שלו תבקש עימות ימחבל עם דם על הידיים,1,,
תעשה עימות עם האנשים שבחרו בך קודם,0,,
כנראה מצבו רע בסקרים,0,,
מי אתה איימן עודה שראש הממשלה יפגש איתך בכלל בדיחה !!!!,0,,
ולמה נראה לך שהוא יסכים.אין לו דברים חשובים יותר לעשות?!,0,,
איימן לך תחבש מי יפעפס אותך(בכוונה רשמתי ככה),1,,
פתאום כל סמרטוט רצפה מזמין את נתניהו לעימות נו,1,,
מי אתה חלאת אדם הוא רומס אותך עם הנעל שלו,1,,
כל פישר רוצה עימות,1,,
המקסימום שלו זה כנאפה.. וגם זה בעירבון מוגבל.,0,,
לא שווה את הפיפי של ביבי. מי הוא בכלל? אבק,1,,
שמישהו יאגד כבר בספר את כל הבדיחות לקראת הבחירות😅,0,,
עימות אצלו זה עם סכין 😁,1,,
איימן אתה צריך להבין שאתה בדיחה של מסטיק בזוקה,1,,
אתה לא בליגה של הגדולים איימן,0,,
אין בעיה. תביא גם חומוס צ'יפס סלט...,0,,
"ביבי לאאאא אל תלך, לאאאא רק לא למגרש של הליצנים😂😂😂😂😂👑🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱",0,,
איימן עודה סיר עאן דומאק הותלחסק אנעל אבו אבו אלגיבאק,1,,
חי בסרט❗❗עף על עצמו😂😂,1,,
עפה לי המסכה מהפנים 🤣🤣🤣🤣,0,,
"שישים שכפץ, חחח רק ממנו ביבי פוחד ממש",0,,
חחחח כל אחד רוצה עימות עם ביבי. אתם לא ראויים בכלל לחשוב על זה. ביבי צריך לנהל מדינה אין לו זמן לשחק עם גמדים. יאללה תתקדם,1,,
שהוא לא יעשה ממך כנאפה איימן,1,,
עימות בעברית באנגלית וגם ב..ערבית יעשה לך בושות ליצן.,0,,
יופי כול הכבוד יהיה עימות ומה אז? .....זה לא תחרות למי יש זין יותר גדול....אתם מתנהגים כמו ילדים בוא נריב בפריים טיים ככה אולי נקבל עוד קולות.....פשוט חבורה של ליצנים עם חליפות,1,,
פסיכופט,1,,
חחחחחחח ביבי יעשה ממך קציצות ימפגר,1,,
עכברוש קטן 🤣 תתחבא במחילה 🤫 אל תפריע לאריה לעבוד 🤦‍♀️,1,,
קטנת,0,,
"אחרי האימות,עודה ידביק לעצמו פתק של מח""ל על המצח,ויצעק יאללה ביבי",0,,
פחחחחחח,1,,
"איימן קח לך ""בילבל"" חריף ושב עליו",1,,
למה מי אתה בכלל שיעשו איתך ראש בראש ?,0,,
איימן עודה תפסיק להביך את עצמךךךך,0,,
עוד טמבל מחפש שישפילו אותו בקלאס מול כל הארץ 🤦‍♂️🤦‍♂️,1,,
‏עוד שקרן,1,,
זה כמו שאיינשטיין ידבר עם קיר,0,,
אם היה לאהבל הזה ראש אז איכשהו...רק חסר שערפאת ימח שמו יצא מהקבר וירצה ראש בראש...,1,,
"ביבי לא סופר אותך מחצי מטר ,ואתה רוצה עימות איתו ?דקה לא שווה לבזבז עליך יטמבל",1,,
לך קודם דבר עם ראש עירית נצרת.שיעמיד אותך במקום.נתניהו לא סופר אותך ואת הספונסרים שלך ברמאללה,1,,
אין גבול לטימטום של השמאל,1,,
חחחחח אתה בכלל לא כלי במשחק הזה אתה ממש בדיחה עלובה,1,,
בלי 2 מטר?,0,,
‏איזה ממלכתי הזבל הזה🥴,1,,
חזק 🤣,0,,
ברח לו הקוף,0,,
ברור שהיה מגיע,0,,
בני ילד רע,1,,
הממלכתיות נשפכת ממנו כמו ביוב,0,,
יצא הזבל מהשק המרצע ..אני חוזר בי,1,,
לך הביתה רק אחד כמוך לא יוצלח אפילו בצוק איתן לא הצלחת אין לך שכל להיות ראש ממשלה בגללך יש בחירות,0,,
והוא כמעא היה ראש ממשלה,0,,
"גנץץ היקר,אתה מיץ של הזבל!",1,,
גנץ זה לא חדש שאתה לא יודע לדבר אנחנו רגילים אבל להגיע לרמה כזו נמוכה זו ממש בושה,1,,
אם הגעת לדרגת זיהום כזאת..כנראה הפילטר סתום אצלך.,1,,
והליצן הזה כמעט היה ראש ממשלה 😂,1,,
מה עושה להם ביבי שהם מקללים ככה,0,,
"איזה גועל נפש של אדם מתיימר שהוא ""ממלכתי"" פשוט דוחה עם אמירות כאלה עוד מעט ישב בבית ויראה את הכנסת בסלון בבית‼",1,,
טיפש,1,,
"כל השמאל עם פליטות פה מטונף,העיקר שאמרו מה הם מרגישים ואחרכך מתנצלים,""מתורבתים""",1,,
"בע"" ה כל אלה שמדברים על זבל ישארו מחוץ לכנסת בושה וחרפה ,",1,,
"הבחירות החוזרות כנראה מאת ה' כי היה ברור שלא יכולת להיות ראש ממשלה עם שפה כזאת זולה סוף מעשה במחשבה תחילה לא ללכלך את הפה ואח""כ להתנצל בושה וחרפה",1,,
אתה זבל של בנאדם תלך כבר הביתה אתה בושה וחרפה לכנסת ולמדינת ישראל .גועל נפש,1,,
גנץ ירד מהפסים,0,,
לא סתם בבחירות הראשונות לא נתנו לו לדבר לבד..,0,,
תת רמה מה זה כל ההשתלחות מה קרה לך גנץ עד מתי תתעתה בנו.פעם אחת הולכת אותנו שולל,1,,
